Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Ratio of Engagement To Post Entered in screen,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",,Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
386724564681370_451657956291460,https://www.facebook.com/habitatmatthews/videos/451657956291460/,,Video,,,9/25/21 7:02 AM, ,660,660,0,706,706,0,101,15.30,86,131,1,1,194,169,0,0,29,32,33,0,0,330,402,0,0,44092,471211
386724564681370_4637065002980617,https://www.facebook.com/habitatmatthews/posts/4637065002980617,Can't make it in person to tomorrow morning's groundbreaking? Join us via Facebook live at 10 o'clock! Visit GMHFH.org/FBLive or click on our story in your newsfeed.,Video,,,9/24/21 3:44 PM, ,70,70,0,82,82,0,7,10.00,6,14,0,0,57,48,0,0,7,6,6,0,0,23,34,0,0,7025,20000
386724564681370_4636732656347185,https://www.facebook.com/habitatmatthews/posts/4636732656347185,It's  Realtors® Care Day! Thank you to all of the dedicated volunteers from the Canopy Housing Foundation out there this morning (starting at 6:30 😮) to help us finish up the landscaping on Macky’s home and Celestin & Marie's home! #RCD2021,Photo,,,9/24/21 6:30 AM, ,227,227,0,238,238,0,16,7.05,7,7,1,1,197,189,0,0,9,0,0,0,0,0,0,0,0,0,0
386724564681370_4633540726666378,https://www.facebook.com/habitatmatthews/posts/4633540726666378,Help us bring Natalie and her family home! Your gift will give Natalie and her five children a solid foundation for the future.,Support Post,,,9/23/21 8:04 AM, ,943,425,556,1284,484,800,71,7.53,50,67,0,0,705,439,301,121,24,0,0,0,0,0,0,0,0,0,0
386724564681370_4633514343335683,https://www.facebook.com/habitatmatthews/posts/4633514343335683,"It's real - and it's happening! Join us on Saturday as we break ground! You can join in person at 3422 Weddington Road in Matthews at 10 o'clock (masked and distanced please!), or virtually on our Facebook Live.",Link,,,9/23/21 7:55 AM, ,480,480,0,490,490,0,16,3.33,5,6,1,1,123,116,0,0,10,0,0,0,0,0,0,0,0,0,0
386724564681370_4627664590587325,https://www.facebook.com/habitatmatthews/posts/4627664590587325,"Since 1976, Habitat for Humanity has helped families around the world build and improve places to call home. We believe that a home, and the community that surrounds it, should be a source of solace and strength for the families living within.",Video,,,9/21/21 1:32 PM, ,72,72,0,81,81,0,5,6.94,2,2,0,0,54,48,0,0,5,3,4,0,0,23,25,0,0,3628,11668
386724564681370_4480117298675389,https://www.facebook.com/habitatmatthews/posts/4480117298675389,"""A single sunbeam is enough to drive away many shadows."" Francis of Assisi",Photo,,,9/20/21 6:40 AM, ,128,128,0,137,137,0,4,3.13,1,1,1,1,113,106,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4617722984914819,https://www.facebook.com/habitatmatthews/posts/4617722984914819,Don’t forget to join us next Saturday at 10 am (in person or virtually) as we break ground for our fall build!,Link,,,9/18/21 12:51 PM, ,111,111,0,120,120,0,6,5.41,2,4,1,1,96,90,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4615032425183875,https://www.facebook.com/habitatmatthews/posts/4615032425183875,"Teressa had always viewed her home as a place for her children to grow-up. The house had given her a lifeline, a foundation that her and her young children could build their lives on.  Even in 1991, before the cost of land blew up in Matthews, as a single mother of two children, Teressa could not afford to buy a home on her own.",Link,,,9/18/21 5:16 AM, ,136,136,0,146,146,0,5,3.68,3,3,1,1,121,116,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4611148785572239,https://www.facebook.com/habitatmatthews/posts/4611148785572239,,Link,,,9/16/21 11:20 AM, ,193,193,0,199,199,0,13,6.74,5,5,0,0,173,169,0,0,13,0,0,0,0,0,0,0,0,0,0
386724564681370_4607707775916340,https://www.facebook.com/habitatmatthews/posts/4607707775916340,Happy Birthday Liz!,Photo,,,9/15/21 9:48 AM, ,350,350,0,360,360,0,22,6.29,8,10,1,1,310,299,0,0,18,0,0,0,0,0,0,0,0,0,0
386724564681370_4604296972924087,https://www.facebook.com/habitatmatthews/posts/4604296972924087,"Our newest Homeowner in Progress, Natalie, is more than a glass half full person - she reminds herself and her kids regularly that they are lucky to have a glass.  “Me being me”, she says with a half-hearted chuckle, “one of my favorite sayings with my kids is, you get what you get and you don’t pitch a fit.” Read more about her journey to partner with Greater Matthews Habitat on our blog.",Link,,,9/14/21 7:49 AM, ,114,114,0,120,120,0,5,4.39,1,1,0,0,101,98,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4480108542009598,https://www.facebook.com/habitatmatthews/posts/4480108542009598,"""Hope is patience with the lamp lit."" - Tertullian",Photo,,,9/13/21 9:00 AM, ,114,114,0,120,120,0,3,2.63,1,1,0,0,102,98,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4601208116566306,https://www.facebook.com/habitatmatthews/posts/4601208116566306,"Thank you to our partner Sharonview FCU] for supporting our work in the Greater Matthews community!  Repost: Sharonview FCU] We are proud to support @greatermatthewshabitat with a donation of $2,500.",Photo,,,9/13/21 8:02 AM, ,190,190,0,196,196,0,10,5.26,2,2,0,0,175,171,0,0,10,0,0,0,0,0,0,0,0,0,0
386724564681370_4591790154174769,https://www.facebook.com/habitatmatthews/posts/4591790154174769,"That equates to 164 million tons a year. Fortunately, the process of recycling building material through deconstruction techniques is becoming easier and more popular - like through our Deconstruction Program. By donating your old cabinets, sinks, fixtures, and appliances through the program, our Deconstruction Team will carefully remove these items and keep them out of the landfill by giving them a second life on our sales floor and in someone else's home. Learn more at https://www.greatermatthewshabitat.org/deconstruction",Video,,,9/12/21 7:50 AM, ,76,76,0,87,87,0,4,5.26,2,2,0,0,68,60,0,0,4,10,10,0,0,28,31,0,0,5309,12373
386724564681370_4588541337832984,https://www.facebook.com/habitatmatthews/posts/4588541337832984,"Black and white are the most popular vehicle colors, according to CarMax. ""Whether you look at sales of two-door coupes, four-door sedans, convertibles, or yes, even sports cars, the most popular color choice was black. White was the most popular color for trucks, minivans/vans, and wagons."" Love cars? See what donating one could do: https://www.greatermatthewshabitat.org/donateacar",Photo,,,9/10/21 7:16 AM, ,86,86,0,91,91,0,1,1.16,0,0,0,0,78,74,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4588589347828183,https://www.facebook.com/habitatmatthews/posts/4588589347828183,"Don't miss a single one! Sign up at gmhfh.org/newsletter to have  GMHFH success stories, volunteer opportunities, and chances to show your support delivered right to your inbox!",Photo,,,9/9/21 7:10 AM, ,83,83,0,87,87,0,1,1.20,0,0,0,0,73,70,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4585446628142455,https://www.facebook.com/habitatmatthews/posts/4585446628142455,"What does it take to build a Habitat home? The average Habitat home takes 400 two-by-fours - and the support of our generous donors and community partners! For a monthly donation of $70, you could provide the two-by-fours needed for our next homeowner, Natalie, and her family. Visit gmhfh.org/give to set up your recurring or one-time gift.",Photo,,,9/8/21 6:55 AM, ,182,182,0,193,193,0,7,3.85,3,3,1,1,174,165,0,0,7,0,0,0,0,0,0,0,0,0,0
386724564681370_4582377881782663,https://www.facebook.com/habitatmatthews/posts/4582377881782663,"From GlobeSt: According to The State of The Nation’s Housing 2021 report by the Joint Center for Housing Studies of Harvard University, the pandemic has left millions of households deeper in financial distress. Even with government assistance, many lower-income people have fallen behind on housing payments and there are still longstanding housing affordability issues that have only been exacerbated by economic turmoil as well as natural disasters that damaged homes and displaced people. The reason stems from multiple factors, including reduced supply of housing and high demand for quality affordable housing. Even as lumber prices have dropped, other commodities’ prices are up and availability is often poor.",Link,,,9/7/21 3:42 PM, ,109,109,0,114,114,0,2,1.83,0,0,0,0,98,94,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4582514978435620,https://www.facebook.com/habitatmatthews/posts/4582514978435620,Shana Tova to all who celebrate!,Video,,,9/7/21 7:30 AM, ,82,82,0,92,92,0,4,4.88,2,3,0,0,76,66,0,0,4,2,2,0,0,25,26,0,0,4115,40000
386724564681370_4570221246331660,https://www.facebook.com/habitatmatthews/posts/4570221246331660,Happy Labor Day! Our office is closed today so our staff can enjoy the long weekend. We will back to our normal hours tomorrow.,Video,,,9/6/21 5:55 AM, ,83,83,0,90,90,0,5,6.02,2,2,0,0,79,71,0,0,5,4,4,0,0,19,21,0,0,3674,16811
386724564681370_4570258986327886,https://www.facebook.com/habitatmatthews/posts/4570258986327886,"Today is the United Nations International Day of Charity, which was established with the objective of sensitizing and mobilizing people, NGOs, and stakeholders all around the world to help others, especially the poorest and most vulnerable, through volunteer and philanthropic activities.   We wanted to take this day to share some information you may not know about Habitat's work. While you already know Habitat for Humanity builds houses in your community, and maybe even around the world, you may not have heard about the Terwilliger Center for Innovation in Shelter. Through this program Habitat for Humanity International facilitates more efficient and inclusive housing markets around the world making affordable housing possible for millions more families.  We encourage you to learn more about this work at the link below! #InternationalDayofCharity",Link,,,9/5/21 8:06 AM, ,81,81,0,84,84,0,2,2.47,0,0,0,0,75,72,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4570303666323418,https://www.facebook.com/habitatmatthews/posts/4570303666323418,"Does your home have repair needs that are affecting the health and safety of you or your family? If you are a resident of Matthews, Mint Hill, or Stallings (Mecklenburg county), our Critical Home Repair Program might be able to help - at no cost to you. Learn more and apply: greatermatthewshabitat.org/criticalhomerepair",Link,,,9/4/21 8:25 AM, ,88,88,0,91,91,0,2,2.27,0,0,0,0,81,78,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4571104172910034,https://www.facebook.com/habitatmatthews/posts/4571104172910034,"We are so excited to introduce you to the Homeowners in Progress for our next two homes, Natalie and Lissa! Our team enjoyed getting to meet them both today during their orientation and Partnership Agreement signing and we look forward to sharing their stories and their journey to habitat homeownership soon!",Photo,,,9/3/21 12:53 PM, ,275,275,0,289,289,0,17,6.18,8,14,1,1,271,259,0,0,17,0,0,0,0,0,0,0,0,0,0
386724564681370_4569996296354155,https://www.facebook.com/habitatmatthews/posts/4569996296354155,The Biden Harris Administration has announced immediate steps to be taken to increase the affordable housing supply. Here's the fact sheet -,Link,,,9/3/21 5:24 AM, ,85,85,0,91,91,0,3,3.53,2,2,0,0,81,75,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4564369846916800,https://www.facebook.com/habitatmatthews/posts/4564369846916800,September is #NationalPreparednessMonth. Did you know that Habitat for Humanity works to reduce vulnerabilities and build community resilience prior to a disaster? This leaves residents better able to respond to predictable disasters.,Link,,,9/1/21 10:07 AM, ,66,66,0,70,70,0,1,1.52,0,0,0,0,61,57,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4561243163896135,https://www.facebook.com/habitatmatthews/posts/4561243163896135,"This piece was co-written by Habitat for Humanity International CEO Jonathan Reckford and discusses why America was designed to have a housing crisis and how local policies and long-term solutions can break the cycle   ""We also know that in America, housing is a case study in structural inequity. Decades of policies and practices have created and perpetuated widespread community segregation by race and income, compounded by systemic public and private disinvestment resulting in concentrated poverty. These disenfranchised and neglected communities overwhelmingly lack access to quality education, well-paying jobs, and adequate transit. Structural and interpersonal racism—past and present—has also exacerbated fiscal and health inequities nationwide.""",Link,,,8/31/21 9:53 AM, ,66,66,0,70,70,0,0,0.00,0,0,0,0,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4474033749283744,https://www.facebook.com/habitatmatthews/posts/4474033749283744,"""Giving the best to others are giving the best to us. The value of life is not based on how long we live. But, how much can we contribute to others in our society?"" - Buddha",Photo,,,8/30/21 10:12 AM, ,106,106,0,108,108,0,2,1.89,0,0,0,0,99,97,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4545897192097399,https://www.facebook.com/habitatmatthews/posts/4545897192097399,"""I just didn't sit outside anymore, like I used to"", Willie said, describing the adjustments she had made when the railings on her front porch had rotted away and it was no longer safe for her to climb up and down the slick stone steps.   By becoming a partner in our Critical Home Repair program, Willie was able to have both entry points to her home repaired and adjusted to aid in her mobility. Read more about Willie's story on our blog: https://www.greatermatthewshabitat.org/post/willies-home",Link,,,8/28/21 8:42 AM, ,682,243,473,873,252,621,96,14.08,93,110,1,1,434,313,195,106,23,0,0,0,0,0,0,0,0,0,0
386724564681370_4548820558471729,https://www.facebook.com/habitatmatthews/posts/4548820558471729,"Help us bring people together to build homes, communities, and hope. Ask your employer to match, double, or even triple your donation today! Check out your organization’s matching gift options here: gmhfh.org/doublemygift",Photo,,,8/27/21 7:27 AM, ,85,85,0,89,89,0,1,1.18,0,0,0,0,78,74,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4545825655437886,https://www.facebook.com/habitatmatthews/posts/4545825655437886,"It's #NationalDogDay, so we had to reshare this post from last year with all of our pups in their puptastic hardhats!",Photo,,,8/26/21 7:49 AM, ,164,164,0,173,173,0,5,3.05,1,1,0,0,161,152,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4545742778779507,https://www.facebook.com/habitatmatthews/posts/4545742778779507,"We need more decent, affordable housing in the Greater Charlotte area.",Link,,,8/26/21 7:16 AM, ,108,108,0,111,111,0,5,4.63,3,3,0,0,100,97,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4542436235776828,https://www.facebook.com/habitatmatthews/posts/4542436235776828,"We'll accept your vehicle, even if it doesn't run! We just need it whole, with four inflated tires, so it can be moved by our towing operators. Learn more about vehicle donations: https://bit.ly/3jcfei4 #habitatforhumanity #carsforhomes #nonprofit #donate #car",Photo,,,8/25/21 5:52 AM, ,95,95,0,96,96,0,2,2.11,1,1,0,0,84,83,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4474021232618329,https://www.facebook.com/habitatmatthews/posts/4474021232618329,"""Those who are happiest are those who do the most for others."" - Booker T. Washington",Photo,,,8/23/21 12:07 PM, ,82,82,0,86,86,0,1,1.22,0,0,1,1,77,73,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4518586428161809,https://www.facebook.com/habitatmatthews/posts/4518586428161809,Is your hammer hand ready and waiting? Do you want to be one of the first to find out about how to get involved in our next build? Sign up for habitat happenings at gmhfh.org/habitatnews to ensure you are in the know!,Video,,,8/22/21 7:26 AM, ,73,73,0,89,89,0,6,8.22,5,6,1,1,79,63,0,0,6,4,4,0,0,28,29,0,0,4768,13398
386724564681370_4516384731715312,https://www.facebook.com/habitatmatthews/posts/4516384731715312,"Everyone deserves a safe, decent place to call home.",Video,,,8/20/21 7:02 AM, ,77,77,0,91,91,0,8,10.39,2,7,0,0,76,62,0,0,6,3,3,0,0,29,30,0,0,15834,53184
386724564681370_4516371705049948,https://www.facebook.com/habitatmatthews/posts/4516371705049948,"What does it take to build a Habitat home? Our average Habitat home takes 20 windows - and the support of our generous donors and community partners. For a $100 donation, you could help provide the windows needed for our next home and give limited-income members of our community the opportunity to live with dignity in a decent, affordable home. Visit gmhfh.org/givewindows today!",Photo,,,8/19/21 1:07 PM, ,82,82,0,85,85,0,1,1.22,0,0,0,0,80,77,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4474015369285582,https://www.facebook.com/habitatmatthews/posts/4474015369285582,"""As you grow older, you will discover that you have two hands: one for helping yourself, the other for helping others."" - Audrey Hepburn",Photo,,,8/16/21 6:05 AM, ,110,110,0,114,114,0,5,4.55,0,0,0,0,104,100,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4506842446002874,https://www.facebook.com/habitatmatthews/posts/4506842446002874,"Your new kitchen can build big things! By donating your old cabinets, countertops, and appliances to our Greater Matthews Habitat for Humanity ReStore   Deconstruction Program, you are helping raise funds for a family in need. To learn more about our Decon program, or to schedule a free consultation - visit https://www.greatermatthewshabitat.org/deconstruction!",Photo,,,8/15/21 7:04 AM, ,121,121,0,125,125,0,1,0.83,0,0,0,0,115,111,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4507038129316639,https://www.facebook.com/habitatmatthews/posts/4507038129316639,"In order for rent to be affordable, it needs to compromise no more than 30% of your take-home income. That means, for a minimum-wage worker, making $7.25 an hour, they would have to work 122 hours a week. Even for a family with two income-earners, that's an extra 42 hours a week between them.  (Data from the @National Low Income Housing Coalition) #CostofHome",Photo,,,8/14/21 10:05 AM, ,430,430,0,438,438,0,14,3.26,6,9,1,1,258,251,0,0,5,0,0,0,0,0,0,0,0,0,0
